county,category,taxonomic_group,taxonomic_subgroup,common_name,state_conservation_rank,global_conservation_rank,human_pop_county,human_growth_rate,land_area,water_area,pop_per_mi
Dutchess,Plant,Flowering Plants,Other Flowering Plants,Hudson River Water Nymph,S2,G5T1,294776,-0.9915,2060721458,76913171,1.3789821515845213e-4
Dutchess,Plant,Flowering Plants,Other Flowering Plants,Carey's Smartweed,S1S2,G4,294776,-0.9915,2060721458,76913171,1.3789821515845213e-4
Dutchess,Plant,Flowering Plants,Orchids,Hooker's Orchid,S1,G4,294776,-0.9915,2060721458,76913171,1.3789821515845213e-4
Dutchess,Plant,Flowering Plants,Other Flowering Plants,Orange Milkwort,S1,G5,294776,-0.9915,2060721458,76913171,1.3789821515845213e-4
Dutchess,Plant,Flowering Plants,Other Flowering Plants,Straight-leaved Pondweed,S1,G5,294776,-0.9915,2060721458,76913171,1.3789821515845213e-4
Dutchess,Plant,Flowering Plants,Other Flowering Plants,Basil Mountain Mint,S1,G1G2,294776,-0.9915,2060721458,76913171,1.3789821515845213e-4
Dutchess,Plant,Flowering Plants,Other Flowering Plants,Torrey's Mountain Mint,S1,G2,294776,-0.9915,2060721458,76913171,1.3789821515845213e-4
Dutchess,Plant,Flowering Plants,Other Flowering Plants,Whorled Mountain Mint,S1S2,G5T5,294776,-0.9915,2060721458,76913171,1.3789821515845213e-4
Dutchess,Plant,Flowering Plants,Sedges,Few-flowered Nut Sedge,S1,G5,294776,-0.9915,2060721458,76913171,1.3789821515845213e-4
Dutchess,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Mexican Seaside Goldenrod,S1,G5T5?,294776,-0.9915,2060721458,76913171,1.3789821515845213e-4
Dutchess,Plant,Flowering Plants,Grasses,Prairie Wedgegrass,S1,G5,294776,-0.9915,2060721458,76913171,1.3789821515845213e-4
Dutchess,Plant,Flowering Plants,Grasses,Swamp Oats,S1,G4,294776,-0.9915,2060721458,76913171,1.3789821515845213e-4
Dutchess,Plant,Flowering Plants,Orchids,Spring Ladies' Tresses,S1S2,G5,294776,-0.9915,2060721458,76913171,1.3789821515845213e-4
Dutchess,Plant,Flowering Plants,Other Flowering Plants,Marsh Valerian,S1S2,G4Q,294776,-0.9915,2060721458,76913171,1.3789821515845213e-4
Dutchess,Plant,Flowering Plants,Other Flowering Plants,Southern Wild Raisin,S1,G5T5,294776,-0.9915,2060721458,76913171,1.3789821515845213e-4
Dutchess,Plant,Flowering Plants,Other Flowering Plants,Field Pansy,S1,G5,294776,-0.9915,2060721458,76913171,1.3789821515845213e-4
Dutchess,Animal,Mammals,Bats,Indiana Bat,S1,G2,294776,-0.9915,2060721458,76913171,1.3789821515845213e-4
Dutchess,Animal,Mussels and Clams,Freshwater Mussels,Dwarf Wedgemussel,S1,G1G2,294776,-0.9915,2060721458,76913171,1.3789821515845213e-4
Dutchess,Animal,Reptiles,Turtles,Bog Turtle,S2,G3,294776,-0.9915,2060721458,76913171,1.3789821515845213e-4
Erie,Animal,Birds,Sparrows and Towhees,Henslow's Sparrow,S3B,G4,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Upland Sandpiper,S3B,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Northern Harrier,"S3B,S3N",G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Animal,Birds,Wrens,Sedge Wren,S3B,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Bald Eagle,"S2S3B,S2N",G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Least Bittern,"S3B,S1N",G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Animal,Birds,Grebes,Pied-billed Grebe,"S3B,S1N",G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Common Tern,S3B,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Animal,Butterflies and Moths,Butterflies and Skippers,Frosted Elfin,S1S2,G3,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Ferns and Fern Allies,Ferns,Blunt-lobe Grape Fern,S2S3,G4,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Ferns and Fern Allies,Horsetails,Marsh Horsetail,S2,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Animal,Fish,Sturgeons and Paddlefish,Lake Sturgeon,S2S3,G3G4,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Animal,Fish,Darters and Sunfishes,Eastern Sand Darter,S2S3,G4,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Animal,Fish,"Minnows, Shiners, Suckers",Lake Chubsucker,SH,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Animal,Fish,Mooneyes,Mooneye,S2,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Animal,Fish,Darters and Sunfishes,Northern Sunfish,S1,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Yellow Giant-hyssop,S2S3,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Wild Onion,S2,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Orchids,Dragon's Mouth Orchid,S2,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Pawpaw,S2,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Swamp Birch,S2,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Smooth Beggar-ticks,S2,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Sedges,Seaside Bulrush,S2,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Purple Cress,S2S3,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Sedges,Crawe's Sedge,S2,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Sedges,Davis' Sedge,S2,G4,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Sedges,False Hop Sedge,S2,G4,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Sedges,Troublesome Sedge,S2S3,G4,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Sedges,Reflexed Sedge,S2S3,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Sedges,Schweinitz's Sedge,S2S3,G3G4,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Big Shellbark Hickory,S2,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Little-leaf Tick Trefoil,S2S3,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Rock Whitlow Grass,S2,G4,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Green Gentian,S2,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Rough Avens,S2,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Goldenseal,S2,G3G4,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Twinleaf,S2,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Velvety Bush Clover,S2,G4?,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Yellow Wild Flax,S2,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Swamp Lousewort,S2S3,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Pink Wintergreen,S2,G5T5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Lake Cress,S2,G4?,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Stiff Leaf Flat-topped Goldenrod,S2,G5T5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Northern Bog Aster,S2,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Marsh Arrow Grass,S2,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Orchids,Nodding Pogonia,S2,G3G4T3T4,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Cork Elm,S2S3,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Culver's Root,S2,G4,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Animal,Mammals,Bats,Northern Long-eared Bat,S1,G1G2,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Animal,Reptiles,Turtles,Blanding's Turtle,S2S3,G4,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Swamp Agrimony,S3,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Hairy Angelica,S1,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Whorled Milkweed,S3,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Sedges,Small Yellow Sedge,S3,G4,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Sedges,Few-fruited Sedge,S3,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,American Bittersweet,S3,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Speckled Wood Lily,S3,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Five-angled Dodder,S3,G4G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Sedges,Red-rooted Flat Sedge,S3,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Sedges,Fragrant Flat Sedge,S3,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Sedges,Schweinitz's Flat Sedge,S3,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Great St. John's Wort,S3,G4T4,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Pale Vetchling,S3,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Wild Lupine,S3,G5T4?,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Grasses,Wiry Panic Grass,S3,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Heart-leaved Plantain,S3,G4,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Pod Grass,S3,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Spreading Globeflower,S3,G5T3,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Bird's-foot Violet,S3,G5TNR,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Animal,Beetles,Carrion Beetles,American Burying Beetle,SH,G2G3,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Animal,Birds,Owls,Short-eared Owl,S2,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Black Tern,S2B,G4,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Peregrine Falcon,S3B,G4,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Animal,Butterflies and Moths,Butterflies and Skippers,Persius Duskywing,S1,G5T1T3,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Animal,Butterflies and Moths,Butterflies and Skippers,Karner Blue,S1,G5T2,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Ferns and Fern Allies,Ferns,Lowland Fragile Fern,S1,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Ferns and Fern Allies,Quillworts,Hidden Spike Moss,S1,G4,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Animal,Fish,Sculpins,Spoonhead Sculpin,SH,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Animal,Fish,"Minnows, Shiners, Suckers",Silver Chub,SH,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Northern Wild Comfrey,S1S2,G5T4T5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Orchids,Puttyroot,S1,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Cooper's Milkvetch,S1,G4,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Grasses,Nottoway Brome Grass,S1S2,G3G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Blue-hearts,SH,G5?,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Tall Bellflower,S1,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Mountain Watercress,S1,G4,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Sedges,Carey's Sedge,S1S2,G4G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Sedges,Elk Sedge,S1,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Sedges,Cloud Sedge,S1S2,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Sedges,Mead's Sedge,SH,G4G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Sedges,Sartwell's Sedge,S1S2,G4G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Sedges,Sparse-flowered Sedge,S1,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Scarlet Indian-paintbrush,S1,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Spreading Chervil,S1,G5T5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Fairywand,S1S2,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Blue-eyed-Mary,SH,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Rough-leaf Dogwood,S1,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Field Dodder,S1,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Orchids,Small White Lady's Slipper,S1,G4,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Northern Tansy-mustard,S1,G5T5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Stiff Tick Trefoil,S1,G4G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,American Dragonhead,S1,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Sedges,Ovate Spike Rush,S1S2,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Harbinger-of-spring,S1,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,American Strawberry Bush,S1,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Lesser Fringed Gentian,S1,G5TNRQ,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Wild Potato-vine,S1,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Southern Blueflag,S1,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Rushes,Spreading Rush,S1,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Downy Lettuce,S1,G5?,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Stalked Bugleweed,S1,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Four-flowered Loosestrife,S1,G5?,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Basilbalm,S1,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Nodding Rattlesnake Root,SH,G4,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Orchids,Southern Twayblade,S1S2,G4,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Swamp Smartweed,S1S2,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Wild Sweet William,S1S2,G5T4T5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Virginia Ground Cherry,SH,G5T5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Orchids,Hooker's Orchid,S1,G4,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Orchids,Eastern Prairie Fringed Orchid,SH,G2G3,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Grasses,Forest Blue Grass,S1,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Small's Knotweed,S1S2,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Bushy Cinquefoil,S1,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Wafer Ash,S1S2,G5T5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Pinedrops,S1,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Shumard Oak,S1,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Golden Dock,S1,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Sedges,Georgia Bulrush,S1S2,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Sharp-tipped Blue-eyed Grass,S1,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Bear's Foot,SH,G4G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Grasses,Prairie Wedgegrass,S1,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Slender Pondweed,S1,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Small-headed Aster,SH,G5T5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Sky-blue Aster,S1,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Hairy-jointed Meadow Parsnip,S1,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Sticky False Asphodel,S1,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Sedges,Clinton's Club Sedge,S1,G4,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Nodding Trillium,S1,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Marsh Valerian,S1S2,G4Q,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Goosefoot Corn Salad,S1,G4,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Field Pansy,S1,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Plant,Flowering Plants,Other Flowering Plants,Northern Bog Violet,S1,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Erie,Animal,Reptiles,Snakes,Queen Snake,S1,G5,916672,-0.2698,2700660508,476879106,2.884848377534657e-4
Essex,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Upland Sandpiper,S3B,G5,36079,-8.3359,4646753187,316350557,7.26944304632291e-6
Essex,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Northern Harrier,"S3B,S3N",G5,36079,-8.3359,4646753187,316350557,7.26944304632291e-6
Essex,Animal,Birds,Wrens,Sedge Wren,S3B,G5,36079,-8.3359,4646753187,316350557,7.26944304632291e-6
Essex,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Bald Eagle,"S2S3B,S2N",G5,36079,-8.3359,4646753187,316350557,7.26944304632291e-6
Essex,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Least Bittern,"S3B,S1N",G5,36079,-8.3359,4646753187,316350557,7.26944304632291e-6
Essex,Animal,Birds,Grebes,Pied-billed Grebe,"S3B,S1N",G5,36079,-8.3359,4646753187,316350557,7.26944304632291e-6
Essex,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Common Tern,S3B,G5,36079,-8.3359,4646753187,316350557,7.26944304632291e-6
Essex,Plant,Ferns and Fern Allies,Ferns,Blunt-lobe Grape Fern,S2S3,G4,36079,-8.3359,4646753187,316350557,7.26944304632291e-6
Essex,Plant,Ferns and Fern Allies,Horsetails,Meadow Horsetail,S2,G5,36079,-8.3359,4646753187,316350557,7.26944304632291e-6
Essex,Plant,Ferns and Fern Allies,Ferns,Smooth Cliff Brake,S2,G5T5,36079,-8.3359,4646753187,316350557,7.26944304632291e-6
Essex,Animal,Fish,Sturgeons and Paddlefish,Lake Sturgeon,S2S3,G3G4,36079,-8.3359,4646753187,316350557,7.26944304632291e-6
Essex,Animal,Fish,Darters and Sunfishes,Eastern Sand Darter,S2S3,G4,36079,-8.3359,4646753187,316350557,7.26944304632291e-6
Essex,Animal,Fish,Mooneyes,Mooneye,S2,G5,36079,-8.3359,4646753187,316350557,7.26944304632291e-6
Essex,Plant,Flowering Plants,Other Flowering Plants,Yellow Giant-hyssop,S2S3,G5,36079,-8.3359,4646753187,316350557,7.26944304632291e-6
Essex,Plant,Flowering Plants,Grasses,Northern Bentgrass,S2,G5,36079,-8.3359,4646753187,316350557,7.26944304632291e-6
Essex,Plant,Flowering Plants,Other Flowering Plants,Grass-leaved Water Plantain,S3S4,G5,36079,-8.3359,4646753187,316350557,7.26944304632291e-6
Essex,Plant,Flowering Plants,Orchids,Dragon's Mouth Orchid,S2,G5,36079,-8.3359,4646753187,316350557,7.26944304632291e-6
Essex,Plant,Flowering Plants,Other Flowering Plants,Swamp Birch,S2,G5,36079,-8.3359,4646753187,316350557,7.26944304632291e-6
Essex,Plant,Flowering Plants,Other Flowering Plants,Purple Rock Cress,S2,G5,36079,-8.3359,4646753187,316350557,7.26944304632291e-6
Essex,Plant,Flowering Plants,Other Flowering Plants,Drummond's Rock Cress,S2,G5,36079,-8.3359,4646753187,316350557,7.26944304632291e-6
Essex,Plant,Flowering Plants,Other Flowering Plants,Green Rock Cress,S2,G5,36079,-8.3359,4646753187,316350557,7.26944304632291e-6
Essex,Plant,Flowering Plants,Grasses,New England Northern Reed Grass,S2,G5T5,36079,-8.3359,4646753187,316350557,7.26944304632291e-6
Essex,Plant,Flowering Plants,Other Flowering Plants,Terrestrial Starwort,S2S3,G5,36079,-8.3359,4646753187,316350557,7.26944304632291e-6
Essex,Plant,Flowering Plants,Other Flowering Plants,Purple Cress,S2S3,G5,36079,-8.3359,4646753187,316350557,7.26944304632291e-6
Essex,Plant,Flowering Plants,Sedges,Back's Sedge,S2S3,G5,36079,-8.3359,4646753187,316350557,7.26944304632291e-6
Essex,Plant,Flowering Plants,Sedges,Bigelow's Sedge,S2,G5,36079,-8.3359,4646753187,316350557,7.26944304632291e-6
Essex,Plant,Flowering Plants,Sedges,Brown Bog Sedge,S2,G5,36079,-8.3359,4646753187,316350557,7.26944304632291e-6
Essex,Plant,Flowering Plants,Sedges,Clustered Sedge,S2S3,G4?,36079,-8.3359,4646753187,316350557,7.26944304632291e-6
Essex,Plant,Flowering Plants,Sedges,Handsome Sedge,S2,G4,36079,-8.3359,4646753187,316350557,7.26944304632291e-6
Essex,Plant,Flowering Plants,Sedges,Houghton's Sedge,S2,G5,36079,-8.3359,4646753187,316350557,7.26944304632291e-6
Essex,Plant,Flowering Plants,Sedges,False Hop Sedge,S2,G4,36079,-8.3359,4646753187,316350557,7.26944304632291e-6
Essex,Plant,Flowering Plants,Sedges,Fernald's Sedge,S2S3,G5,36079,-8.3359,4646753187,316350557,7.26944304632291e-6
